INSID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA insid 1090,INSTITUTIONS*NAME_CLASS*U,Impremta de la vídua de Joan Mey Flandro,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-01,AVENOZA,2001-06-13,AVENOZA,,,,,València: Impremta de la vídua de Joan Mey Flandro
BITECA insid 1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-02,AVENOZA,2024-05-09,SORIANO,,,,,
BITECA insid 1093,INSTITUTIONS*NAME_CLASS*U,Convent de Sant Agustí de València,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-02,AVENOZA,2024-04-22,TRIADO,,,,,Convent de Sant Agustí de València
BITECA insid 1094,INSTITUTIONS*NAME_CLASS*U,Colegio Mayor de Cuenca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-03,AVENOZA,2024-04-02,SORIANO,,,,,Colegio Mayor de Cuenca
BITECA insid 1095,INSTITUTIONS*NAME_CLASS*U,Tribunal de la Inquisició de Mallorca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-04,AVENOZA,2024-04-22,TRIADO,,,,,Mallorca (regne): Tribunal de la Inquisició de Mallorca
BITECA insid 1096,INSTITUTIONS*NAME_CLASS*U,Parròquia de Valls,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CHURCH,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-04,AVENOZA,2024-04-22,TRIADO,,,,,Parròquia de Valls
BITECA insid 1097,INSTITUTIONS*NAME_CLASS*U,Diòcesi de Girona,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-04,AVENOZA,2024-04-02,SORIANO,,,,,Diòcesi de Girona
BITECA insid 1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-12,AVENOZA,2024-05-03,SORIANO,,,,,
BITECA insid 1099,INSTITUTIONS*NAME_CLASS*U,Biblioteca de l’Institut Provincial,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-12,AVENOZA,1992-09-29,AVENOZA,,,,,Osca: Biblioteca de l’Institut Provincial
BITECA insid 1100,INSTITUTIONS*NAME_CLASS*U,Sant Jeroni de la Vall d’Hebró,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1393,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,,BITECA bibid 3074,,351,,,,,,,,,,,,,,,Convent de Jerònims,,1991-06-24,AVENOZA,1994-08-19,AVENOZA,,,,,Barcelona: Sant Jeroni de la Vall d’Hebró
BITECA insid 1101,,,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-24,AVENOZA,2024-05-03,SORIANO,,,,,Altres
BITECA insid 1102,INSTITUTIONS*NAME_CLASS*U,Cartoixa de Scala Dei,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-06-26,AVENOZA,1995-10-28,AVENOZA,,,,,Barcelona: Cartoixa de Scala Dei
BITECA insid 1103,INSTITUTIONS*NAME_CLASS*U,Convent de sant Agustí,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1309,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,BITECA bibid 3074,,351,,,,,,,,,,,,,,,"Fundat a la parròquia de Santa Maria del Mar, a principis del s. XVIII es traslladà a una altra seu, prop del carrer de l’Hospital. La seva biblioteca tenia més de 15.000 volums",,1991-06-27,AVENOZA,2022-09-15,SORIANO,,,,,Barcelona: Convent de sant Agustí
BITECA insid 1104,INSTITUTIONS*NAME_CLASS*U,Fills de Bernat d’Ollers,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-06,AVENOZA,,,,,,,Fills de Bernat d’Ollers
BITECA insid 1105,INSTITUTIONS*NAME_CLASS*U,Convent de sant Domènec,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1239,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1002,,,,,,,,,,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,BITECA bibid 6847,,255-60,,,,,,,,,,,,,,,,,1991-07-06,AVENOZA,2022-09-16,SORIANO,,,,,València: Convent de sant Domènec
BITECA insid 1106,INSTITUTIONS*NAME_CLASS*U,Escrivania de manament,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1064,,,,,,,INSTITUTIONS*RELATED_INSCLASS*ALT,,BITECA insid 1007,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-22,AVENOZA,2024-05-03,SORIANO,,,,,Corona d’Aragó (regne): Escrivania de manament
BITECA insid 1107,INSTITUTIONS*NAME_CLASS*U,Colegio Mayor de San Bartolomé,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-03,AVENOZA,2024-04-22,TRIADO,,,,,Salamanca: Colegio Mayor de San Bartolomé
BITECA insid 1108,INSTITUTIONS*NAME_CLASS*U,Convento de San José de Carmelitas Descalzas de Granada,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-03,AVENOZA,2024-04-22,TRIADO,,,,,Convento de San José de Carmelitas Descalzas de Granada
BITECA insid 1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-04,AVENOZA,2024-05-03,SORIANO,,,,,
BITECA insid 1110,INSTITUTIONS*NAME_CLASS*U,Consolat de Mar de Mallorca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-05,AVENOZA,2024-05-09,SORIANO,,,,,Ciutat de Mallorca: Consolat de Mar de Mallorca
BITECA insid 1111,INSTITUTIONS*NAME_CLASS*U,Collège de Foix,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1457,,,,,INSTITUTIONS*CLASS*SCHOOL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1043,,,,,,,,,,,,,,,,,BITECA bibid 5447,,,,,,,,,,,,,,,,,"rebé llibres del fundador i també en 1470 de Bernard du Rosier, archebisbe de Tolosa i d’altres eclesiàstics com Jean de la Gourge. La biblioteca es va mantenir fins a començaments del s.XVII, però era en plena decadènciadurant el regnat de Louis XIII. Colbert va adquirir molts dels seus llibre per 582 lliure ca. 1680",,1991-11-10,AVENOZA,2004-08-22,AVENOZA,,,,,Tolosa de Llenguadoc: Collège de Foix
BITECA insid 1112,INSTITUTIONS*NAME_CLASS*C,Col·legi de la Companyia de Jesús d’Alcalá de Henares,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-05,AVENOZA,2024-04-22,TRIADO,,,,,Alcalá de Henares: Escola
BITECA insid 1113,INSTITUTIONS*NAME_CLASS*U,Convent dels Trinitaris,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-05,AVENOZA,1994-08-26,AVENOZA,,,,,Vic: Convent dels Trinitaris
BITECA insid 1114,INSTITUTIONS*NAME_CLASS*U,Confraria de mestres sabaters Sant Marc Evangelista,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*GUILD,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-17,AVENOZA,1992-09-26,AVENOZA,,,,,Barcelona: Confraria de mestres sabaters Sant Marc Evangelista
BITECA insid 1115,INSTITUTIONS*NAME_CLASS*U,Sánchez Muñoz (família),,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-23,AVENOZA,2013-04-14,AVENOZA,,,,,Sánchez Muñoz (família)
BITECA insid 1116,INSTITUTIONS*NAME_CLASS*U,Convent de Sant Felip,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1673,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,BITECA bibid 2834,,217,,,,,,,,,,,,,,,"BUB Ms. 1492 conté l’índex de Mss. i llibres de la biblioteca del convent, datat l’any 1780",,1992-02-20,AVENOZA,2022-09-15,SORIANO,,,,,Barcelona: Convent de Sant Felip
BITECA insid 1117,INSTITUTIONS*NAME_CLASS*U,Monestir de Santa Maria de Montserrat,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1271,,,,,,,,,,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,BITECA bibid 3074,,348,Q703729,,,,,,,,,,,,,,"Monestir benedictí, filial del de Ripoll des de 1027 i independent des de 1410 a 1493",,1992-02-21,AVENOZA,2024-04-02,SORIANO,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q703729,,2024-02-20,Monistrol de Montserrat: Monestir de Santa Maria de Montserrat
BITECA insid 1118,INSTITUTIONS*NAME_CLASS*U,Abadia de Montecassino,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-22,AVENOZA,2024-04-10,TRIADO,,,,,Cassino: Abadia de Montecassino
BITECA insid 1119,INSTITUTIONS*NAME_CLASS*U,Benedictins,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,,,,,,INSTITUTIONS*CLASS*RELIGIOUSORDER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-22,AVENOZA,2024-02-06,SORIANO,,,,,Cassino: Benedictins
BITECA insid 1120,INSTITUTIONS*NAME_CLASS*U,Universitat de París,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-22,AVENOZA,2024-04-22,TRIADO,,,,,Paris: Universitat de París
BITECA insid 1121,INSTITUTIONS*NAME_CLASS*U,Studium conventuale medieval al Convent de Santa Sabina a Roma,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-22,AVENOZA,2024-04-22,TRIADO,,,,,Studium conventuale medieval al Convent de Santa Sabina a Roma
BITECA insid 1122,INSTITUTIONS*NAME_CLASS*U,Studium generale a Nàpols,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-22,AVENOZA,2024-04-22,TRIADO,,,,,Napoli: Studium generale a Nàpols
BITECA insid 1123,INSTITUTIONS*NAME_CLASS*U,Universität zu Köln,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-22,AVENOZA,2024-04-02,SORIANO,,,,,Universität zu Köln
BITECA insid 1124,INSTITUTIONS*NAME_CLASS*U,Casa dels Jurats,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-04-24,AVENOZA,1992-09-26,AVENOZA,,,,,Ciutat de Mallorca: Casa dels Jurats
BITECA insid 1125,INSTITUTIONS*NAME_CLASS*U,Biblioteca Palatina,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-04-25,AVENOZA,1992-09-16,AVENOZA,,,,,Mannheim: Biblioteca Palatina
BITECA insid 1126,INSTITUTIONS*NAME_CLASS*U,Arxiu de la Universitat,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-04-25,AVENOZA,,,,,,,Ciutat de Mallorca: Arxiu de la Universitat
BITECA insid 1127,INSTITUTIONS*NAME_CLASS*U,Gremi de Fusters,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CONFRATERNITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-04-29,AVENOZA,2012-05-07,AVENOZA,,,,,València: Gremi de Fusters
BITECA insid 1128,INSTITUTIONS*NAME_CLASS*U,Monasterio de las Huelgas,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1187,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-06,AVENOZA,2024-03-07,SORIANO,,,,,Burgos: Monasterio de las Huelgas
BITECA insid 1129,INSTITUTIONS*NAME_CLASS*U,Biblioteca de la Causa Pia Lul·liana,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-08,AVENOZA,1992-09-26,AVENOZA,,,,,Ciutat de Mallorca: Biblioteca de la Causa Pia Lul·liana
BITECA insid 1130,INSTITUTIONS*NAME_CLASS*U,Arxiu reial de Barcelona,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-08,AVENOZA,2024-04-22,TRIADO,,,,,Arxiu reial de Barcelona
BITECA insid 1131,INSTITUTIONS*NAME_CLASS*U,Catedral de Santa Maria de Palma de Mallorca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CATHEDRAL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-08,AVENOZA,2024-04-02,SORIANO,,,,,Ciutat de Mallorca: Catedral de Santa Maria de Palma de Mallorca
BITECA insid 1132,INSTITUTIONS*NAME_CLASS*U,Casa de la Ciutat,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-12,AVENOZA,1995-10-27,AVENOZA,,,,,Barcelona: Casa de la Ciutat
BITECA insid 1133,INSTITUTIONS*NAME_CLASS*U,Confraria de la Verge Maria de la Seu,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*GUILD,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-12,AVENOZA,1992-09-28,AVENOZA,,,,,València: Confraria de la Verge Maria de la Seu
BITECA insid 1134,INSTITUTIONS*NAME_CLASS*U,Cartoixa de Natzaret,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-13,AVENOZA,,,,,,,Valldemossa: Cartoixa de Natzaret
BITECA insid 1135,INSTITUTIONS*NAME_CLASS*U,Biblioteca Osuna e Infantado,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1088,,,,,,,,,,,,,,,,,BITECA bibid 3287,,,,,,,,,,,,,,,,,En 1771 probablement va incorporar els fons de la Biblioteca dels Comtes de Benavente,,1992-05-19,AVENOZA,2008-10-03,ROVIRA,,,,,Madrid: Biblioteca Osuna e Infantado
BITECA insid 1136,INSTITUTIONS*NAME_CLASS*U,Monestir de San Vicente Ferrer,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convent de dominicans,,1992-05-20,AVENOZA,2024-05-03,SORIANO,,,,,Plasencia: Monestir de San Vicente Ferrer
BITECA insid 1137,INSTITUTIONS*NAME_CLASS*U,Convent de Sant Domènec,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1014,,,,,,,,,,,,,,,,,BITECA bibid 3002,21.0,389-97,,,,,,,,,,,,,,,,,1992-05-21,AVENOZA,2022-09-16,SORIANO,,,,,Ciutat de Mallorca: Convent de Sant Domènec
BITECA insid 1138,INSTITUTIONS*NAME_CLASS*U,San Pablo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CHURCH,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,,,,,,,Saragossa: San Pablo
BITECA insid 1139,INSTITUTIONS*NAME_CLASS*U,Basílica de Santa María de los Sagrados Corporales,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CHURCH,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-22,AVENOZA,2024-04-22,TRIADO,,,,,Daroca: Basílica de Santa María de los Sagrados Corporales
BITECA insid 1140,INSTITUTIONS*NAME_CLASS*U,Monestir de Santa Maria de Benifassà,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-30,AVENOZA,2024-04-02,SORIANO,,,,,La Pobla de Benifassà: Monestir de Santa Maria de Benifassà
BITECA insid 1141,INSTITUTIONS*NAME_CLASS*U,Convent de les Carmelites calçades,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1292,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,BITECA bibid 3074,,351,,,,,,,,,,,,,,,,,1992-06-02,AVENOZA,2022-09-16,SORIANO,,,,,Barcelona: Convent de les Carmelites calçades
BITECA insid 1142,INSTITUTIONS*NAME_CLASS*U,Col·legiata de Sant Pere,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CHURCH,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-02,AVENOZA,,,,,,,Àger: Col·legiata de Sant Pere
BITECA insid 1143,INSTITUTIONS*NAME_CLASS*U,Monestir de Santa Maria de Bellpuig de les Avellanes,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No figura a la GEC,,1992-06-02,AVENOZA,2013-04-14,AVENOZA,,,,,Os de Balaguer: Monestir de Santa Maria de Bellpuig de les Avellanes
BITECA insid 1144,INSTITUTIONS*NAME_CLASS*U,Tribunal de la Inquisició d’Àvila,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-05,AVENOZA,2024-04-22,TRIADO,,,,,Ávila: Tribunal de la Inquisició d’Àvila
BITECA insid 1145,INSTITUTIONS*NAME_CLASS*U,Biblioteca del Monestir de Santes Creus,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-06,AVENOZA,2024-04-02,SORIANO,,,,,Biblioteca del Monestir de Santes Creus
BITECA insid 1146,INSTITUTIONS*NAME_CLASS*U,Biblioteca de la Catedral de Vic,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1006,,,,,,,,,,,,,,,,,BITECA bibid 3630,,118,,,,,,,,,,,,,,,,,1992-06-10,AVENOZA,2024-04-02,SORIANO,,,,,Biblioteca de la Catedral de Vic
BITECA insid 1147,INSTITUTIONS*NAME_CLASS*U,Biblioteca del Monestir de Sant Cugat del Vallès,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1022,,,,,,,,,,,,,,,,,BITECA bibid 3630,,118,,,,,,,,,,,,,,,monestir benedictí,,1992-06-10,AVENOZA,2024-04-02,SORIANO,,,,,Sant Cugat del Vallès: Biblioteca del Monestir de Sant Cugat del Vallès
BITECA insid 1148,INSTITUTIONS*NAME_CLASS*U,Senyoria de Prades i Mont-ral,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1273,,,,,,,,,,,,,,,,INSTITUTIONS*RELATED_BIBCLASS*TRA,,,,,,,,,,,,,,,,,,,,1992-06-11,AVENOZA,2024-04-02,SORIANO,,,,,Prades i Mont-ral (Altres): Senyoria de Prades i Mont-ral
BITECA insid 1149,INSTITUTIONS*NAME_CLASS*U,Arxiu Parroquial Selvatà,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Selva,1992-06-11,AVENOZA,2008-10-01,AVENOZA,,,,,La Selva (parròquia): Arxiu Parroquial Selvatà
BITECA insid 1150,INSTITUTIONS*NAME_CLASS*U,Arxiu Diocesà de Barcelona,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-14,AVENOZA,2024-04-02,SORIANO,,,,,Arxiu Diocesà de Barcelona
BITECA insid 1151,INSTITUTIONS*NAME_CLASS*U,Arxiu Capitular de Barcelona,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BITECA geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-14,AVENOZA,2024-04-02,SORIANO,,,,,Arxiu Capitular de Barcelona
BITECA insid 1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-21,AVENOZA,2024-05-09,SORIANO,,,,,
