INSID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA insid 1001,INSTITUTIONS*NAME_CLASS*U,Universidad,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-04-11,FAULHABER,2023-04-06,FAULHABER,,,,,Salamanca: Universidad
BETA insid 1002,INSTITUTIONS*NAME_CLASS*U,San Francisco de México,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OFM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1019,,,,,,,,,,,,,,,,,BETA bibid 1081,X,50,,,,,,,,,,,,,,,,,1989-05-04,FAULHABER,2022-09-12,FAULHABER,,,,,San Francisco de México
BETA insid 1003,INSTITUTIONS*NAME_CLASS*U,Monasterio de Santa Catalina de Talavera de la Reina,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSH,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-05-13,FAULHABER,2022-09-13,FAULHABER,,,,,Monasterio de Santa Catalina de Talavera de la Reina
BETA insid 1004,INSTITUTIONS*NAME_CLASS*U,Université de Toulouse,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-05-13,FAULHABER,2024-06-01,FAULHABER,,,,,Université de Toulouse
BETA insid 1005,INSTITUTIONS*NAME_CLASS*U,Colegio de San Bartolomé,,,,,,Wikipedia,,,,,,,,,,,INSTITUTIONS*CLASS*COLLEGE,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,1401,,1798,,Wikipedia,,,,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1989-05-13,FAULHABER,2022-09-09,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Colegio_Mayor_de_San_Bartolom%C3%A9,Wikipedia,2014-07-22,Salamanca: Colegio de San Bartolomé
BETA insid 1006,INSTITUTIONS*NAME_CLASS*U,Universität Wien,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-05-13,FAULHABER,2022-02-20,FAULHABER,,,,,Universität Wien
BETA insid 1007,INSTITUTIONS*NAME_CLASS*U,Omnium Sanctorum,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CHURCH,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-05-13,FAULHABER,1992-11-29,FAULHABER,,,,,Sevilla: Omnium Sanctorum
BETA insid 1008,INSTITUTIONS*NAME_CLASS*U,San Francisco de Sevilla,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OFM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-05-13,FAULHABER,2022-09-12,FAULHABER,,,,,San Francisco de Sevilla
BETA insid 1009,INSTITUTIONS*NAME_CLASS*U,San Millán de la Cogolla,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,en la desamortización de Mendizábal en,,,,574,a quo,,,Wikipedia,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1027,,,,,,,,,,,,,,,,,BETA bibid 1936,III,1653-54,,,,,,,,,,,,,,,,,1989-05-15,FAULHABER,2020-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Monasterio_de_San_Mill%C3%A1n_de_la_Cogolla,Wikipedia,2015-06-16,San Millán de la Cogolla
BETA insid 1010,INSTITUTIONS*NAME_CLASS*U,Catedral de Córdoba,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CATHEDRAL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-16,FAULHABER,2022-09-12,FAULHABER,,,,,Catedral de Córdoba
BETA insid 1011,INSTITUTIONS*NAME_CLASS*U,San Andrés de Medina del Campo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OP,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-19,FAULHABER,2022-09-12,FAULHABER,,,,,San Andrés de Medina del Campo
BETA insid 1012,INSTITUTIONS*NAME_CLASS*U,San Esteban,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OP,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-06-19,FAULHABER,2023-04-06,FAULHABER,,,,,Salamanca: San Esteban
BETA insid 1013,INSTITUTIONS*NAME_CLASS*U,Hospital de San Sebastián,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*HOSPITAL,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1052,,,,,,,,,,,,,,,,,BETA bibid 1376,,lxxii,,,,,,,,,,,,,,,,,1989-06-20,FAULHABER,2022-02-20,FAULHABER,,,,,Cuenca: Hospital de San Sebastián
BETA insid 1014,INSTITUTIONS*NAME_CLASS*U,Hospital de San Antonio,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*HOSPITAL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1067,,,,,,,,,,,,,,,,,BETA bibid 1936,I,195a,,,,,,,,,,,,,,,¿Es el Hospital de la Piedad?,,1989-06-20,FAULHABER,1994-08-22,FAULHABER,,,,,Medina del Campo: Hospital de San Antonio
BETA insid 1015,INSTITUTIONS*NAME_CLASS*U,Real Academia de la Historia,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ACADEMY,INSTITUTIONS*TYPE*PRIV,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-08-02,FAULHABER,2021-08-08,FAULHABER,,,,,Madrid: Real Academia de la Historia
BETA insid 1016,INSTITUTIONS*NAME_CLASS*U,Universidad de Valladolid,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-08-04,FAULHABER,2022-02-20,FAULHABER,,,,,Universidad de Valladolid
BETA insid 1017,INSTITUTIONS*NAME_CLASS*U,Santo Tomás de Ávila,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1478,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OP,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1047,,,,,,,,,,,,,,,,,BETA bibid 2579,,,,,,,,,,,,,,,,,,,1989-08-05,FAULHABER,2022-09-12,FAULHABER,,,,,Santo Tomás de Ávila
BETA insid 1018,INSTITUTIONS*NAME_CLASS*U,La Victoria de Zaragoza,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SEM,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-09-02,FAULHABER,2022-09-12,FAULHABER,,,,,La Victoria de Zaragoza
BETA insid 1019,INSTITUTIONS*NAME_CLASS*U,San Juan de la Peña,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1026,,,,,,,,,,,,,,,,,,,,,,BETA manid 4572,,,,,,,,,,,,,,1989-09-02,FAULHABER,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Real_Monasterio_de_San_Juan_de_la_PęC3%B1a,Wikipedia,2024-04-10,San Juan de la Peña (monasterio / convento): San Juan de la Peña
BETA insid 1020,INSTITUTIONS*NAME_CLASS*U,Academia Especial de Sargentos,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-09-03,FAULHABER,2022-02-20,FAULHABER,,,,,Zamora: Academia Especial de Sargentos
BETA insid 1021,INSTITUTIONS*NAME_CLASS*U,San Isidoro del Campo,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1301,,,,Wikipedia,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OFM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 2234,,,,,,,,,,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1989-11-26,FAULHABER,2022-09-09,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Monasterio_de_San_Isidoro_del_Campo,Wikipedia,2011-08-01,Santiponce: San Isidoro del Campo
BETA insid 1022,INSTITUTIONS*NAME_CLASS*U,Landesbibliothek Dresden,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-01,FAULHABER,2022-09-12,FAULHABER,,,,,Landesbibliothek Dresden
BETA insid 1023,INSTITUTIONS*NAME_CLASS*U,Palacio,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2022-04-06,FAULHABER,,,,,Palacio de la Aljafería (castillo): Palacio
BETA insid 1024,INSTITUTIONS*NAME_CLASS*U,San Benito el Real de Valladolid,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1028,,,,,,,,,BETA insid 5331,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2023-08-19,FAULHABER,,,,,San Benito el Real de Valladolid
BETA insid 1025,INSTITUTIONS*NAME_CLASS*U,Corte aragonesa,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,1992-11-29,FAULHABER,,,,,Napoli: Corte aragonesa
BETA insid 1026,INSTITUTIONS*NAME_CLASS*U,Corte navarra,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,1992-11-29,FAULHABER,,,,,Pamplona: Corte navarra
BETA insid 1027,INSTITUTIONS*NAME_CLASS*U,Santo Domingo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-02-20,FAULHABER,,,,,Silos: Santo Domingo
BETA insid 1028,INSTITUTIONS*NAME_CLASS*U,Sammlung Ludwig,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PRIV,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-02-20,FAULHABER,,,,,Aachen: Sammlung Ludwig
BETA insid 1029,INSTITUTIONS*NAME_CLASS*U,Archivo Municipal de Alarcón,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ARCHIVE,INSTITUTIONS*TYPE*MUN,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-09-12,FAULHABER,,,,,Archivo Municipal de Alarcón
BETA insid 1030,INSTITUTIONS*NAME_CLASS*U,Archivo Histórico Nacional,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*ARCHIVE,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2015-11-08,FAULHABER,,,,,Madrid: Archivo Histórico Nacional
BETA insid 1031,INSTITUTIONS*NAME_CLASS*U,Catedral de Ávila,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CATHEDRAL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-09-12,FAULHABER,,,,,Catedral de Ávila
BETA insid 1032,INSTITUTIONS*NAME_CLASS*U,Convento de Sant Josep,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OCAM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1048,,,,,,,,,,,,,,,,,BETA bibid 2053,I,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2023-04-06,FAULHABER,,,,,Barcelona: Convento de Sant Josep
BETA insid 1033,INSTITUTIONS*NAME_CLASS*U,Biblioteca Real Pública,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BETA geoid 1005,,1711,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,1711,,1836,,,,,,,,,,,,,BETA bibid 6962,,603,,,,,,,,,,,,,,,"Biblioteca Real Pública, fundado en 1711 al separar sus fondos de los de la Biblioteca Real Privada. Es el antecesor de la Biblioteca Nacional de España (BETA libid 225).<br /><br />Materiales con el sello de tampón {I}BR{/I} en la BNE o en otras instituciones proceden de esta institución (BETA insid 1033).<br /><br />Materiales que proceden de la Biblioteca Real Particular, hoy en día la Real Biblioteca (BETA libid 228), se encuentran enlazados con BETA insid 1050.<br /><br />La inmensa mayoría de los materiales que proceden de de la BR Particular son los MSS de los Colegios Mayores de Salamanca, entregredos a la Real Biblioteca a principios del s. XIX y devueltos a la Biblioteca Universitaria de Salamanca en 1954 por orden del Generalísimo Franco a raíz del 700 aniversario de la fundación de la universidad.<br /><br />Cfr, Morales 1977:603: “La Biblioteca de Cámara de S. M., o Biblioteca Real Particular de los monarcas españoles, se fundó en el actual Palacio de Oriente a finales del reinado de Carlos III o en los primeros años de Carlos IV. No en el de Felipe V, creador sólo de la Real Biblioteca Pública, hoy Nacional, que corrió a cargo de la Mayordomía Mayor de Palacio hasta que en 1836 la Corona la donó al estado”",,1989-12-09,FAULHABER,2024-06-09,FAULHABER,,,,,Madrid: Biblioteca Real Pública
BETA insid 1034,INSTITUTIONS*NAME_CLASS*U,Cancillería Real,,,,,,,,,,,,,,,,,,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2024-03-21,FAULHABER,,,,,"Castilla y León, Corona de (reino): Cancillería Real"
BETA insid 1035,INSTITUTIONS*NAME_CLASS*U,Colegio del Arzobispo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*COLLEGE,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,1992-11-29,FAULHABER,,,,,Salamanca: Colegio del Arzobispo
BETA insid 1036,INSTITUTIONS*NAME_CLASS*U,Colegio de Cuenca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*COLLEGE,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,1992-11-29,FAULHABER,,,,,Salamanca: Colegio de Cuenca
BETA insid 1037,INSTITUTIONS*NAME_CLASS*U,Colegio da Companhia de Jesus,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,INSTITUTIONS*TYPE*SJ,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,1992-11-29,FAULHABER,,,,,Coimbra: Colegio da Companhia de Jesus
BETA insid 1038,INSTITUTIONS*NAME_CLASS*U,Colegio de Córdoba,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1025,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2015-05-10,FAULHABER,,,,,Colegio de Córdoba
BETA insid 1039,INSTITUTIONS*NAME_CLASS*U,Corpus Christi,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1098,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,1992-11-29,FAULHABER,,,,,València: Corpus Christi
BETA insid 1040,INSTITUTIONS*NAME_CLASS*U,Catedral de Cuenca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CATHEDRAL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-09-12,FAULHABER,,,,,Catedral de Cuenca
BETA insid 1041,INSTITUTIONS*NAME_CLASS*U,Real Monasterio de San Lorenzo de El Escorial,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSH,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-02-20,FAULHABER,,,,,Real Monasterio de San Lorenzo de El Escorial
BETA insid 1042,INSTITUTIONS*NAME_CLASS*U,Capilla Real,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CHAPEL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,1992-11-29,FAULHABER,,,,,Granada: Capilla Real
BETA insid 1043,INSTITUTIONS*NAME_CLASS*U,Santa María de Guadalupe,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSH,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-11-30,FAULHABER,,,,,Santa María de Guadalupe
BETA insid 1044,INSTITUTIONS*NAME_CLASS*U,San Martín,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1126-06-16,,,,Wikipedia,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,Dependencia de,BETA insid 1027,,1594.0,ad quem,,,{I}DHEE{/I},,BETA bibid 1936,III,1592,Q398960,,,,,,,,,,,,,,"Dependencia de Silos hasta 1594, cuando se hizo independiente",,1989-12-09,FAULHABER,2023-05-14,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Convento_de_San_Mart%C3%ADn,Wikipedia,2016-01-25,Madrid: San Martín
BETA insid 1045,INSTITUTIONS*NAME_CLASS*U,Maggs Bros.,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BETA geoid 1245,,1853,,,,,INSTITUTIONS*CLASS*BOOKDEALER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2023-02-11,FAULHABER,,,,,Maggs Bros.
BETA insid 1046,INSTITUTIONS*NAME_CLASS*U,Augustiniens Dechausées de Lyons,,1624-08,,,,Martin,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSA,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1127,,,,,,,,,,,,,,,,,BETA bibid 1202,VIII,245-74,,,,,,,,,,,,,,,Martin págs. 250-74 transcribe y anota el catálogo de sus MSS de ca. 1667,,1989-12-09,FAULHABER,2022-09-12,FAULHABER,,,,,Augustiniens Dechausées de Lyons
BETA insid 1047,INSTITUTIONS*NAME_CLASS*U,Carmelitas Descalzas de Madrid,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OCAM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2022-09-12,FAULHABER,,,,,Carmelitas Descalzas de Madrid
BETA insid 1048,INSTITUTIONS*NAME_CLASS*U,Biblioteca del Noviciado de la Iglesia de Jesús,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*SJ,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"¿Es San Isidro la misma institución, o sea, la antigua biblioteca de la Univ. de Madrid? Si no, habrá que cambiar manid 2732 y comprobar manid 2355",NOTES,1989-12-09,FAULHABER,2022-11-29,FAULHABER,,,,,Madrid: Biblioteca del Noviciado de la Iglesia de Jesús
BETA insid 1049,INSTITUTIONS*NAME_CLASS*U,Biblioteca Nacional (pública) - fundado 1711,,1711,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BETA geoid 1005,,1711,,,,López Vidriero 2016,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,1711,,,,López Vidriero 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2024-04-10,FAULHABER,,,,,Madrid: Biblioteca Nacional (pública) - fundado 1711
BETA insid 1050,INSTITUTIONS*NAME_CLASS*U,Biblioteca Real Privada,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PRIV,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,BETA insid 1033,,,,,,,,,,,,,,,,,,,,,,,,,"Biblioteca Real Privada, separada de la Biblioteca Real Pública en 1711, antecesor de la Biblioteca Nacional de España (libid 225).<br /><br />Materiales que proceden de la Biblioteca Real Privada, hoy en día la Real Biblioteca (libid. 228), se encuentran enlazados con este insid 1050.<br /><br />La inmensa mayoría de tales materiales son los MSS de los Colegios Mayores de Salamanca, entregredos a la Real Biblioteca a principios del s. XIX y devueltos a la Biblioteca Universitaria de Salamanca en 1954 por orden del Generalísimo Franco a raíz del 700 aniversario de la fundación de la universidad.<br /><br />Cfr. Morales 1977:603: “La Biblioteca de Cámara de S. M., o Biblioteca Real Particular de los monarcas españoles, se fundó en el actual Palacio de Oriente a finales del reinado de Carlos III o en los primeros años de Carlos IV. No en el de Felipe V, creador sólo de la Real Biblioteca Púbica, hoy Nacional, que corrió a cargo de la Mayordomía Mayor de Palacio hasta que en 1836 la Corona la donó al estado. Pero el no haberse creada hasta la época antes citada una Biblioteca Real Particular no quiere decir que los Borbones anteriores no tuvieran libros en su palacio, como puede deducirse del {I}Catalogo{/I} (sic) {I}de la Libreria que tiene p{SS}ra{ES} su R{SS}l{ES} uso el Rey… Dn. Carlos III{/I}, hecho en 1760 por Francisco Manuel de Mena. Esta {I}librería{/I} correspondía al Palacio del Buen Retiro, donde residieron los monarcas desde el incendio del Alcázar en 1734 hasta su traslado al {I}Palacio Nuevo{/I} en la Navidad de 1764. En reinados anteriores se habla ya de una biblioteca de la reina Isabel de Farnesio y se conserva también la de doña Bárbara de Braganza en una {I}Copia del Imbentario de la Señora reyna D.{SS}a{ES} Maria Bárbara de Portugal{/I}, mujer de Fernando VI. También tenemos constancia de libros pertenecientes a Felipe V y Fernando VI.<br /><br />Lo indudable es que el auténtico incremento de la Biblioteca, si no ya su ‘verdadero y definitivo establecimiento’, corresponde al reinado de Carlos IV. Según Tomás Zaragoza, fue entonces cuando se incorporaron a ella importante [!] fondos como los de los Colegios Mayores de Salamanca; la famosa Biblioteca del Conde de Gondomar, conocida también como Librería de Malpica o del Sol, de Valladolid; las del Conde de Mansilla; D. Miguel de Manuel y Deán de Teruel.”<br /><br />",,1989-12-09,FAULHABER,2022-09-09,FAULHABER,,,,,Madrid: Biblioteca Real Privada
